Date,MLPs,Internet,Gold Miners,Biotech,Software,Homebuilders,Regional Banks,Agriculture,Oil Services,Water Resources,Semiconductors,REITs,Metals & Mining,Oil & Gas E&P,Retail
1/09/2000,,,,,,,,,,,70.33252716,,,,
5/09/2000,,,,,,,,,,,68.35636902,,,,
6/09/2000,,,,,,,,,,,63.99990845,,,,
7/09/2000,,,,,,,,,,,66.11077881,,,,
8/09/2000,,,,,,,,,,,62.96691513,,,,
11/09/2000,,,,,,,,,,,61.97882462,,,,
12/09/2000,,,,,,,,,,,60.4967308,,,,
13/09/2000,,,,,,,,,,,60.99082565,,,,
14/09/2000,,,,,,,,,,,60.94589233,,,,
15/09/2000,,,,,,,,,,,59.46378708,,,,
18/09/2000,,,,,,,,,,,58.20620346,,,,
19/09/2000,,,,,,,,,,,62.5627594,,,,
20/09/2000,,,,,,,,,,,63.05670547,,,,
21/09/2000,,,,,,,,,,,60.54165268,,,,
22/09/2000,,,,,,,,,,,56.14028168,,,,
25/09/2000,,,,,,,,,,,53.18321228,,,,
26/09/2000,,,,,,,,,,,52.63712692,,,,
27/09/2000,,,,,,,,,,,52.09814072,,,,
28/09/2000,,,,,,,,,,,53.71496964,,,,
29/09/2000,,,,,,,,,,,51.0921402,,,,
2/10/2000,,,,,,,,,,,49.94240189,,,,
3/10/2000,,,,,,,,,,,49.18785858,,,,
4/10/2000,,,,,,,,,,,51.73888779,,,,
5/10/2000,,,,,,,,,,,50.44537735,,,,
6/10/2000,,,,,,,,,,,48.64891052,,,,
9/10/2000,,,,,,,,,,,47.78660583,,,,
10/10/2000,,,,,,,,,,,43.36003494,,,,
11/10/2000,,,,,,,,,,,43.07978439,,,,
12/10/2000,,,,,,,,,,,42.10969162,,,,
13/10/2000,,,,,,,,,,,46.52906799,,,,
16/10/2000,,,,,,,,,,,43.87026978,,,,
17/10/2000,,,,,,,,,,,41.4845047,,,,
18/10/2000,,,,,,,,,,,40.67250061,,,,
19/10/2000,,,,,,,,,,,47.24764633,,,,
20/10/2000,,,,,,,,,,,47.96622086,,,,
23/10/2000,,,,,,,,,,,49.08003998,,,,
24/10/2000,,,,,,,,,,,45.81046295,,,,
25/10/2000,,,,,,,,,,,42.24622726,,,,
26/10/2000,,,,,,,,,,,44.44510651,,,,
27/10/2000,,,,,,,,,,,44.33732986,,,,
30/10/2000,,,,,,,,,,,44.64634323,,,,
31/10/2000,,,,,,,,,,,47.24764633,,,,
1/11/2000,,,,,,,,,,,45.55893326,,,,
2/11/2000,,,,,,,,,,,46.70869064,,,,
3/11/2000,,,,,,,,,,,46.34221268,,,,
6/11/2000,,,,,,,,,,,46.34939194,,,,
7/11/2000,,,,,,,,,,,44.18642807,,,,
8/11/2000,,,,,,,,,,,40.70842361,,,,
9/11/2000,,,,,,,,,,,40.60066605,,,,
10/11/2000,,,,,,,,,,,38.0855751,,,,
13/11/2000,,,,,,,,,,,39.73831558,,,,
14/11/2000,,,,,,,,,,,42.00191498,,,,
15/11/2000,,,,,,,,,,,43.90616989,,,,
16/11/2000,,,,,,,,,,,41.53479767,,,,
17/11/2000,,,,,,,,,,,41.42703629,,,,
20/11/2000,,,,,,,,,,,40.88805771,,,,
21/11/2000,,,,,,,,,,,40.01857376,,,,
22/11/2000,,,,,,,,,,,39.16346359,,,,
24/11/2000,,,,,,,,,,,42.03065872,,,,
27/11/2000,,,,,,,,,,,39.73831558,,,,
28/11/2000,,,,,,,,,,,37.00767136,,,,
29/11/2000,,,,,,,,,,,37.43162537,,,,
30/11/2000,,,,,,,,,,,34.49258041,,,,
1/12/2000,,,,,,,,,,,34.21953201,,,,
4/12/2000,,,,,,,,,,,34.46383667,,,,
5/12/2000,,,,,,,,,,,38.0783844,,,,
6/12/2000,,,,,,,,,,,36.50465012,,,,
7/12/2000,,,,,,,,,,,35.77166367,,,,
8/12/2000,,,,,,,,,,,39.70241547,,,,
11/12/2000,,,,,,,,,,,42.54086685,,,,
12/12/2000,,,,,,,,,,,41.10364532,,,,
13/12/2000,,,,,,,,,,,38.33708572,,,,
14/12/2000,,,,,,,,,,,37.88433456,,,,
15/12/2000,,,,,,,,,,,36.86394882,,,,
18/12/2000,,,,,,,,,,,36.82799149,,,,
19/12/2000,,,,,,,,,,,36.36093521,,,,
20/12/2000,,,,,,,,,,,34.20514297,,,,
21/12/2000,,,,,,,,,,,34.13327408,,,,
22/12/2000,,,,,,,,,,,36.4687233,,,,
26/12/2000,,,,,,,,,,,36.07348633,,,,
27/12/2000,,,,,,,,,,,37.83404922,,,,
28/12/2000,,,,,,,,,,,36.84238434,,,,
29/12/2000,,,,,,,,,,,35.21116257,,,,
2/01/2001,,,,,,,,,,,34.70816803,,,,
3/01/2001,,,,,,,,,,,40.42099762,,,,
4/01/2001,,,,,,,,,,,39.17061996,,,,
5/01/2001,,,,,,,,,,,36.82799149,,,,
8/01/2001,,,,,,,,,,,37.3597641,,,,
9/01/2001,,,,,,,,,,,36.72021866,,,,
10/01/2001,,,,,,,,,,,38.30114746,,,,
11/01/2001,,,,,,,,,,,40.39943314,,,,
12/01/2001,,,,,,,,,,,39.8461113,,,,
16/01/2001,,,,,,,,,,,38.44488144,,,,
17/01/2001,,,,,,,,,,,40.4641037,,,,
18/01/2001,,,,,,,,,,,42.75641632,,,,
19/01/2001,,,,,,,,,,,42.90731812,,,,
22/01/2001,,,,,,,,,,,41.85819244,,,,
23/01/2001,,,,,,,,,,,42.14561462,,,,
24/01/2001,,,,,,,,,,,42.07374573,,,,
25/01/2001,,,,,,,,,,,40.52879333,,,,
26/01/2001,,,,,,,,,,,40.70842361,,,,
29/01/2001,,,,,,,,,,,41.78628922,,,,
30/01/2001,,,,,,,,,,,42.54086685,,,,
31/01/2001,,,,,,,,,,,42.40433121,,,,
1/02/2001,,,,,,,,,,,42.14561462,,,,
2/02/2001,,,,,,,,,,,40.31318283,,,,
5/02/2001,,,,,,,,,,,38.72509384,,,,
6/02/2001,,,,,,,,,,,38.8113327,,,,
7/02/2001,,,,,,,,,,,37.54661179,,,,
8/02/2001,,,,,,,,,,,37.02924347,,,,
9/02/2001,,,,,,,,,,,36.57649994,,,,
12/02/2001,,,,33.62059402,,,,,,,37.32382584,,,,
13/02/2001,,,,32.63085556,,,,,,,36.34655762,,,,
14/02/2001,,,,32.06238937,,,,,,,38.8113327,,,,
15/02/2001,,,,32.40244293,,,,,,,40.24134445,,,,
16/02/2001,,,,31.42794037,,,,,,,37.81251144,,,,
20/02/2001,,,,31.00667,,,,,,,34.99561691,,,,
21/02/2001,,,,30.68183708,,,,,,,34.63626862,,,,
