Date,BTCUSD,ETHUSD,XRPUSD
13/04/2016,423.7340088,8.044420242,0.00569468
14/04/2016,424.2820129,8.38724041,0.00628859
15/04/2016,429.7130127,8.242779732,0.00642381
16/04/2016,430.571991,8.609499931,0.00651006
17/04/2016,427.3989868,9.309100151,0.00649921
18/04/2016,428.5910034,9.036000252,0.00698693
19/04/2016,435.5090027,8.71487999,0.00711834
20/04/2016,441.3890076,8.465789795,0.00724408
21/04/2016,449.4249878,8.102169991,0.00743345
22/04/2016,445.7369995,7.821259975,0.00728384
23/04/2016,450.2820129,8.294790268,0.00734644
24/04/2016,458.5549927,8.001350403,0.00725139
25/04/2016,461.4259949,7.554339886,0.00728307
26/04/2016,466.0889893,7.39703989,0.00709523
27/04/2016,444.6870117,7.759970188,0.0067247
28/04/2016,449.0109863,7.172530174,0.00668642
29/04/2016,455.0969849,7.457290173,0.00675929
30/04/2016,448.3179932,8.813980103,0.00681186
1/05/2016,451.875,8.846500397,0.0067913
2/05/2016,444.6690063,10.16320038,0.00671411
3/05/2016,450.3039856,9.31126976,0.00656
4/05/2016,446.7219849,9.413769722,0.00632278
5/05/2016,447.9760132,9.826100349,0.00619273
6/05/2016,459.6029968,9.346639633,0.00639858
7/05/2016,458.5360107,9.370510101,0.00648959
8/05/2016,458.5480042,9.482930183,0.00640384
9/05/2016,460.4830017,9.297730446,0.0063988
10/05/2016,450.894989,9.361519814,0.00627243
11/05/2016,452.7279968,9.996279716,0.0061885
12/05/2016,454.7659912,10.05780029,0.00616706
13/05/2016,455.6700134,10.50660038,0.00610943
14/05/2016,455.67099,10.23970032,0.00607342
15/05/2016,457.5679932,9.962349892,0.00606071
16/05/2016,454.1629944,11.17129993,0.00602193
17/05/2016,453.7829895,12.19880009,0.0060232
18/05/2016,454.618988,13.55860043,0.00602837
19/05/2016,438.7149963,14.76970005,0.00603217
20/05/2016,442.6759949,13.63560009,0.00608378
21/05/2016,443.1879883,14.01500034,0.0059897
22/05/2016,439.322998,14.28610039,0.0059363
23/05/2016,444.1549988,13.46150017,0.00590909
24/05/2016,445.9809875,12.7322998,0.00596184
25/05/2016,449.598999,12.52600002,0.00575596
26/05/2016,453.3840027,12.43039989,0.00566894
27/05/2016,473.4639893,11.29580021,0.00567922
28/05/2016,530.039978,11.89290047,0.00568167
29/05/2016,526.2329712,12.35039997,0.0056625
30/05/2016,533.8640137,12.72529984,0.00574818
31/05/2016,531.3859863,14.07730007,0.00570616
