Date,CONS,NGDP,MONEY,PRICE,SHORT,LONG,URATE,WAGE,INVEST
2005-07-01,179125000000.00000,243366000000.000000,689600000000.000000,77.45530531692590,5.63000000000000,5.19843246100000,4.95756923333333,798.000000000000,81137000000.000000
2005-10-01,179675000000.00000,248164000000.000000,701000000000.000000,77.82679359182720,5.63000000000000,5.39398845600000,5.00743516666667,802.900000000000,83001000000.000000
2006-01-01,181815000000.00000,250948000000.000000,722700000000.000000,78.47689807290460,5.61666666666667,5.27226811600000,5.04505506666667,811.400000000000,82642000000.000000
2006-04-01,184688000000.00000,254507000000.000000,747500000000.000000,79.77710703505920,5.84000000000000,5.68918767500000,4.85773603333333,824.000000000000,82975000000.000000
2006-07-01,186790000000.00000,262349000000.000000,766900000000.000000,80.52008358486180,6.15000000000000,5.73632505200000,4.67706130000000,828.700000000000,83538000000.000000
2006-10-01,189423000000.00000,269087000000.000000,792200000000.000000,80.42721151613650,6.34666666666667,5.65370813400000,4.51547560000000,839.600000000000,83622000000.000000
2007-01-01,193398000000.00000,275661000000.000000,826500000000.000000,80.42721151613650,6.41000000000000,5.80789574333333,4.55036880000000,851.800000000000,87016000000.000000
2007-04-01,195158000000.00000,280080000000.000000,869900000000.000000,81.44880427211520,6.42333333333334,6.01178059566667,4.32534630000000,863.000000000000,90483000000.000000
2007-07-01,198507000000.00000,284621000000.000000,912500000000.000000,82.00603668446710,6.72000000000000,6.02259569366667,4.25344906666667,869.900000000000,90235000000.000000
2007-10-01,200916000000.00000,290074000000.000000,972700000000.000000,82.74901323426980,7.11666666666667,6.13581131666667,4.35403096666667,875.200000000000,92429000000.000000
2008-01-01,201829000000.00000,297004000000.000000,1002000000000.000000,83.86347805897380,7.59000000000000,6.15215956566667,4.08655660000000,881.400000000000,94893000000.000000
2008-04-01,201114000000.00000,305440000000.000000,1037600000000.000000,85.07081495240300,7.80000000000000,6.37074206333333,4.25902103333333,889.400000000000,97301000000.000000
2008-07-01,200618000000.00000,315557000000.000000,1089800000000.000000,86.09240770838170,7.44333333333333,5.95831027666667,4.18277863333333,901.000000000000,97841000000.000000
